customer_id,income,payment_history,number_of_open_credit_cards,credit_score,total_debt
2641,58797,0.77,13,532,498343
2642,41725,0.75,14,476,441065
2643,35359,0.98,11,798,185643
2644,43073,0.77,0,546,491353
2645,132312,0.85,9,658,443408
2646,84012,0.78,2,574,233873
2647,89492,1.0,7,333,440504
2648,81780,0.78,6,573,475598
2649,109271,0.83,5,634,233343
2650,100704,0.75,14,489,57239
2651,93472,0.7,12,389,465070
2652,68512,0.88,1,686,274228
2653,125501,0.7,13,354,9858
2654,111017,0.88,6,700,37297
2655,83497,0.99,3,802,322765
2656,131804,0.98,3,778,237330
2657,81192,0.7,9,391,372268
2658,146174,0.7,13,354,78630
2659,103764,0.82,15,617,148370
2660,74848,0.77,15,529,375884
2661,86493,0.75,2,487,463881
2662,54339,1.0,5,307,148241
2663,75460,0.75,0,476,94525
2664,102093,0.7,9,400,71649
2665,131128,0.75,2,456,484869
2666,102541,1.0,9,301,147730
2667,60066,1.0,13,826,383544
2668,130651,0.99,8,820,209642
2669,131602,0.82,7,610,188425
2670,41688,0.76,0,520,200475
2671,143910,0.77,2,550,57198
2672,104168,0.98,2,757,390165
2673,30217,0.83,0,651,31127
2674,34020,0.88,8,680,41232
2675,115164,0.99,14,808,253075
2676,42398,0.77,11,532,244716
2677,110419,0.85,10,671,134148
2678,94968,0.74,15,426,228727
2679,97999,0.98,6,765,82379
2680,86865,0.98,5,799,476204
2681,79506,0.83,15,653,433272
2682,55267,0.92,12,704,459455
2683,141297,0.98,13,764,144528
2684,144224,0.82,12,615,202633
2685,50097,0.72,4,414,76516
2686,57078,0.83,9,633,231656
2687,117945,1.0,9,841,21029
2688,104981,1.0,12,344,162421
2689,53025,0.92,3,720,315476
2690,32520,0.98,7,784,116070
2691,50334,0.82,0,618,278628
2692,25786,1.0,11,341,182847
2693,52344,0.82,7,605,419924
2694,103845,0.74,1,435,235603
2695,128983,0.7,15,381,261408
2696,128522,0.74,3,449,456945
2697,49116,0.76,6,513,65876
2698,57096,0.75,1,468,456587
2699,59461,0.7,3,388,321902
2700,119603,1.0,12,848,357086
2701,68158,1.0,12,848,432072
2702,106440,0.7,0,359,174672
2703,58810,0.78,7,569,27412
2704,136484,0.74,15,450,434784
2705,121256,0.85,10,666,41299
2706,57001,0.82,10,623,19047
2707,83263,0.99,3,821,257360
2708,33799,0.78,8,573,101845
2709,69193,0.98,0,753,452778
2710,32903,0.75,10,467,71655
2711,59331,0.82,3,609,32720
2712,43386,0.98,6,753,383118
2713,36599,0.98,13,775,109996
2714,119763,1.0,15,833,123363
2715,148350,0.99,0,812,421144
2716,40497,0.77,8,538,460886
2717,74978,0.7,7,351,371556
2718,129217,0.78,10,575,10533
2719,133170,0.98,8,762,3889
2720,93287,0.83,11,649,248255
2721,65243,1.0,13,345,419473
2722,93553,0.98,14,763,250765
2723,34186,0.74,7,443,481207
2724,36614,1.0,3,831,282102
2725,116367,0.76,0,514,409984
2726,92106,1.0,15,325,40122
2727,112926,0.72,4,421,143750
2728,110498,0.99,10,800,489501
2729,76665,0.96,11,732,54685
2730,72509,0.92,0,701,339609
2731,44622,0.92,15,715,499179
2732,83418,0.76,14,517,489821
2733,54011,1.0,15,347,299687
2734,89394,0.8,5,595,378165
2735,62484,0.75,7,466,172285
2736,95052,0.99,8,810,251634
2737,115190,0.83,6,650,99884
2738,87965,0.92,0,719,295946
2739,47740,0.77,13,526,225989
2740,54021,1.0,13,323,143455
2741,134598,0.75,3,468,428821
2742,93015,0.88,12,679,262894
2743,140761,0.83,12,642,138192
2744,131810,0.77,5,534,405639
2745,106638,0.96,1,740,72951
2746,93417,0.98,10,761,73302
2747,64091,0.98,8,780,204985
2748,55730,1.0,11,349,31856
2749,42268,0.92,12,712,409056
2750,145065,0.7,13,377,288381
2751,25944,0.75,8,497,265627
2752,25709,1.0,2,843,271949
2753,130557,0.75,10,460,78014
2754,139151,0.7,0,364,432996
2755,145495,0.85,8,658,320177
2756,50865,0.98,5,765,126796
2757,96673,0.82,3,611,252219
2758,142521,0.83,4,636,406520
2759,62154,0.7,10,374,199117
2760,42199,0.92,4,709,201816
2761,69341,0.75,12,462,103114
2762,91915,1.0,8,350,413982
2763,103008,0.78,3,556,285126
2764,92851,0.85,11,672,215585
2765,64351,0.98,10,779,286656
2766,132753,0.78,4,559,397876
2767,29644,0.72,1,401,225288
2768,41764,0.99,0,814,114573
2769,81622,0.76,13,511,120779
2770,121039,0.76,14,510,229147
2771,137854,0.75,12,454,337933
2772,60878,0.77,8,528,94645
2773,56120,0.98,13,771,176486
2774,64757,0.85,0,665,335675
2775,148907,0.88,7,685,441228
2776,116337,0.77,0,539,103309
2777,54675,0.88,3,700,195803
2778,80269,0.96,6,743,466454
2779,41559,0.7,6,384,412127
2780,85360,0.7,8,351,11469
2781,90449,0.99,11,807,40173
2782,149952,0.74,4,442,278858
2783,135201,0.83,0,637,224817
2784,63578,0.8,5,594,70088
2785,76633,1.0,6,338,271136
2786,57137,1.0,10,303,280821
2787,102069,0.96,2,734,152510
2788,94345,0.82,14,605,487821
2789,135844,0.88,2,691,260701
2790,82324,0.7,5,370,264411
2791,41977,0.98,8,790,153761
2792,112568,0.77,15,536,300171
2793,99304,1.0,5,839,59908
2794,50871,0.7,3,375,171932
2795,134192,0.99,11,813,284049
2796,78961,0.98,10,764,344691
2797,38126,0.72,1,417,170766
2798,48453,1.0,9,303,255908
2799,94803,0.75,10,470,66097
2800,88745,0.98,2,781,145154
2801,74093,0.76,9,504,327015
2802,99928,0.8,14,591,190380
2803,56827,0.82,6,601,226372
2804,110022,0.83,2,653,45011
2805,110387,0.99,14,801,150914
2806,145160,0.7,10,368,491087
2807,69671,0.96,15,745,499147
2808,62242,0.98,12,757,380707
2809,119898,1.0,3,346,90484
2810,101071,1.0,4,316,88533
2811,34051,0.92,0,721,355046
2812,132526,0.92,2,725,123671
2813,39750,0.76,14,516,450571
2814,25682,0.72,15,416,81986
2815,100203,0.74,5,426,428414
2816,102807,0.98,8,759,252738
2817,90571,0.98,0,783,106011
2818,35699,0.75,12,452,60865
2819,46634,0.74,2,435,13031
2820,128375,0.96,14,730,190363
2821,108858,0.75,0,459,68904
2822,97768,0.7,9,389,224266
2823,52471,0.83,3,652,224738
2824,78584,0.85,10,670,302131
2825,136787,0.98,14,767,185182
2826,65654,0.99,11,820,252219
2827,100866,0.99,12,820,300052
2828,103841,0.76,13,519,298361
2829,124809,0.75,0,481,341659
2830,83654,0.75,15,493,221401
2831,60981,0.72,12,401,93131
2832,75815,0.78,9,556,185374
2833,55119,0.76,5,505,257729
2834,63744,0.92,14,710,180069
2835,54656,1.0,6,314,409846
2836,40806,0.76,5,522,438011
2837,107368,0.7,9,379,122599
2838,47366,1.0,11,833,464776
2839,62985,0.7,14,362,352007
2840,91111,0.99,13,809,331280
2841,107126,1.0,1,310,270176
2842,72290,0.75,15,495,176674
2843,114661,0.83,5,644,373535
2844,131816,0.99,12,811,323055
2845,33837,0.98,10,765,356470
2846,69184,0.98,11,768,380786
2847,133799,0.82,4,601,273900
2848,103200,0.96,14,743,100974
2849,120529,1.0,4,832,279917
2850,30371,0.85,2,660,82193
2851,62140,0.98,1,760,434184
2852,78889,0.82,1,609,484126
2853,81561,0.83,2,646,173237
2854,32339,0.76,15,519,49390
2855,92385,0.75,11,463,410596
2856,44361,0.7,5,361,77152
2857,136740,0.92,5,717,380028
2858,129168,0.78,4,566,57936
2859,137892,0.83,11,638,186096
2860,31280,0.76,4,522,340873
2861,103165,0.72,3,418,383384
2862,68525,1.0,10,840,393953
2863,67970,0.98,1,755,206962
2864,40496,0.7,5,392,220036
2865,103058,0.7,7,357,280630
2866,148630,1.0,15,831,237777
2867,132815,0.74,11,426,163050
2868,60959,0.76,9,524,416818
2869,144454,0.82,8,603,181861
2870,28943,0.83,7,642,5480
2871,26208,0.7,4,386,424432
2872,31416,0.98,13,772,55056
2873,93255,0.83,13,653,302657
2874,130994,0.78,3,555,359600
2875,57034,0.98,10,765,33586
2876,100067,1.0,14,336,204050
2877,69081,0.77,15,538,89180
2878,50198,1.0,9,312,215499
2879,105047,0.98,1,781,61894
2880,58628,0.92,2,717,278474
2881,108346,0.72,10,417,462636
2882,133831,0.74,13,427,306806
2883,93341,0.99,0,811,329840
2884,126172,0.7,4,381,401325
2885,140282,0.7,14,398,414887
2886,125271,0.76,12,513,60953
2887,78209,0.78,4,561,188894
2888,103012,0.92,14,713,362177
2889,32524,0.83,2,635,86865
2890,90959,0.8,9,576,198886
2891,85202,0.98,6,799,409495
2892,68372,0.7,2,357,333296
2893,95055,0.82,8,610,307557
2894,108989,0.92,12,703,456617
2895,27024,0.78,3,559,98933
2896,50405,1.0,11,835,166051
2897,148100,1.0,8,317,409374
2898,95362,0.75,9,488,458955
2899,28278,0.75,6,473,416053
2900,129558,0.75,12,462,195976
2901,125160,0.8,3,597,17186
2902,100121,1.0,4,828,343101
2903,74813,1.0,0,340,102433
2904,105913,0.75,13,486,364016
2905,82685,0.76,1,508,197630
2906,84830,0.74,13,444,92069
2907,122272,0.76,1,502,112008
2908,123200,0.77,6,531,358803
2909,89311,0.8,5,584,236810
2910,126166,0.78,13,560,488980
2911,68037,0.77,8,537,255228
2912,85189,0.77,13,526,63745
2913,92507,0.96,0,726,166783
2914,44050,0.8,7,595,36185
2915,75396,0.82,12,606,162739
2916,103295,0.78,10,551,235015
2917,57446,0.8,13,585,52250
2918,113678,0.98,1,778,287793
2919,85347,0.96,4,736,157840
2920,50746,0.83,15,634,106246
2921,74199,0.75,6,465,233320
2922,54390,0.77,3,535,323774
2923,146251,0.74,14,435,255010
2924,87230,0.77,3,536,166595
2925,57346,0.74,15,450,198336
2926,74627,0.74,12,436,61165
2927,146470,0.82,7,617,16476
2928,84243,0.72,1,418,329584
2929,141017,0.98,3,756,275644
2930,26498,0.75,11,452,341989
2931,130665,0.77,6,541,490313
2932,32096,0.85,12,674,267199
2933,44670,0.76,1,523,301195
2934,102056,0.75,0,459,384224
2935,85612,0.82,12,602,199658
2936,49729,0.98,4,791,196678
2937,52183,1.0,14,831,355558
2938,43342,1.0,0,828,69416
2939,129848,0.72,9,407,155611
2940,89732,1.0,9,849,302435
2941,132692,0.98,11,792,237927
2942,109326,1.0,12,845,72192
2943,60072,0.99,12,815,117549
2944,107080,0.75,4,471,357972
2945,129167,0.85,8,671,149715
2946,90269,0.96,14,734,133787
2947,130557,0.98,9,793,142707
2948,30633,0.99,3,802,63852
2949,113637,0.72,0,417,226115
2950,133316,0.7,11,380,275730
2951,59692,0.99,2,825,203038
2952,90302,1.0,0,839,77984
2953,27687,0.74,3,438,28588
2954,55786,0.75,14,481,175248
2955,145973,0.75,11,500,104360
2956,133815,0.74,2,445,301673
2957,67884,0.82,4,601,443191
2958,112118,0.7,4,385,347081
2959,120187,0.88,13,699,218786
2960,128764,0.78,13,570,300190
2961,81036,1.0,5,330,476515
2962,101370,0.98,3,768,466583
2963,90639,0.88,14,681,409821
2964,64922,0.98,6,796,23387
2965,26297,0.92,0,719,122510
2966,49046,0.7,4,395,201466
2967,121650,0.77,0,542,443014
2968,54241,0.8,6,579,399657
2969,114296,0.88,13,700,439401
2970,53910,0.75,15,472,240979
2971,27625,0.74,11,432,198138
2972,117178,0.75,14,486,422254
2973,93875,0.8,0,582,20217
2974,132168,0.72,2,403,117402
2975,49502,0.7,2,388,18271
2976,91059,1.0,3,826,271686
2977,43957,0.98,6,756,4351
2978,96332,0.98,7,763,418383
2979,84253,0.7,12,361,78254
2980,69932,0.75,15,488,265909
2981,120236,0.76,6,516,40284
2982,58897,0.96,1,736,373605
2983,99903,0.99,2,821,329537
2984,33186,0.78,8,553,275948
2985,140846,0.7,11,380,220258
2986,139276,0.75,5,462,471205
2987,115050,0.72,3,414,134571
2988,133482,0.88,12,696,177685
2989,128815,0.7,2,392,150420
2990,86708,0.78,4,563,233085
2991,136849,0.85,1,670,40300
2992,128203,0.7,5,372,464277
2993,30728,0.85,5,664,194401
2994,74885,0.82,2,615,13604
2995,34522,1.0,1,312,209223
2996,83628,0.77,2,534,230873
2997,75427,1.0,8,341,426408
2998,98013,0.77,10,541,211653
2999,126866,0.72,13,417,285131
3000,84156,0.85,1,672,483784
3001,72427,0.78,11,573,136263
3002,145015,0.74,6,432,316678
3003,25707,0.99,12,807,322579
3004,132279,0.85,12,660,427365
3005,63206,0.75,10,497,198278
3006,58523,0.75,8,476,375265
3007,149293,0.75,5,477,358105
3008,49820,0.8,5,584,416100
3009,78632,0.77,12,544,177568
3010,100860,0.7,5,363,191172
3011,124840,0.88,2,677,411918
3012,85402,0.92,12,724,497608
3013,131359,0.78,14,566,59634
3014,102586,0.98,0,787,81206
3015,63223,0.82,12,608,479514
3016,107124,0.7,15,384,217378
3017,141473,0.77,0,538,295942
3018,34036,0.75,3,476,495591
3019,28176,0.75,13,455,374831
3020,79972,0.83,13,652,179906
3021,132887,0.98,7,755,423442
3022,118354,0.7,15,373,68996
3023,112240,0.7,14,378,408055
3024,41033,0.7,13,363,271588
3025,72428,0.75,15,492,154855
3026,76505,0.82,8,614,432849
3027,72387,0.8,2,589,353051
3028,128980,0.98,6,797,132984
3029,53190,0.82,4,605,96778
3030,103124,0.96,7,747,54083
3031,31159,0.83,9,630,184854
3032,45538,0.99,13,805,242522
3033,56809,0.72,14,404,497513
3034,63630,1.0,10,344,457527
3035,118858,0.8,14,596,265149
3036,142472,0.83,6,647,379228
3037,67830,0.74,6,433,261989
3038,120010,0.8,5,596,50636
3039,28432,0.77,9,527,100207
3040,53640,0.77,5,550,339270
3041,87638,0.99,10,823,51202
3042,70149,0.8,15,600,220763
3043,54253,0.98,12,789,368047
3044,64348,0.74,14,431,186129
3045,117990,0.74,10,432,275595
3046,141760,0.7,1,393,220730
3047,147392,0.96,9,750,489757
3048,83158,0.72,0,417,241282
3049,131506,0.75,7,492,360619
3050,88530,0.88,10,699,76704
3051,66560,1.0,4,321,13178
3052,55149,0.99,7,818,214460
3053,48749,0.74,5,428,354253
3054,43977,0.78,5,573,347681
3055,37780,0.96,4,727,96136
3056,111167,0.88,13,683,187277
3057,109526,0.7,3,388,337189
3058,142553,0.8,13,588,94955
3059,135725,1.0,2,303,385682
3060,41487,0.8,10,586,402098
3061,130548,0.85,4,674,340863
3062,108097,0.7,14,364,385627
3063,25005,0.76,5,509,284634
3064,90130,0.99,8,812,153490
3065,81295,0.99,12,823,146891
3066,95227,0.98,6,766,77747
3067,90645,0.7,14,353,222381
3068,70589,0.92,0,725,463343
3069,77208,1.0,5,320,420802
3070,74596,0.85,1,661,362431
3071,68824,0.78,8,552,383603
3072,119505,0.96,5,735,353284
3073,136524,0.7,15,369,440625
3074,96664,0.76,0,514,292869
3075,90631,0.77,6,538,180622
3076,91439,0.75,6,465,470177
3077,61296,1.0,14,334,46711
3078,69102,1.0,4,305,255703
3079,126300,0.77,6,539,339602
3080,98305,0.83,10,633,22094
3081,138628,0.75,1,454,174410
3082,40594,0.8,4,587,480094
3083,134196,0.7,0,360,371796
3084,113278,0.98,8,756,495763
3085,104751,0.92,15,702,492219
3086,72615,0.75,10,475,364612
3087,55578,0.77,0,538,33179
3088,109834,0.78,11,571,400713
3089,93057,0.82,0,617,151144
3090,28666,0.72,11,425,439654
3091,95724,1.0,4,338,378384
3092,86451,0.7,9,357,94654
3093,57356,0.76,2,517,177676
3094,31632,0.8,8,596,104889
3095,90546,0.85,7,662,48081
3096,33569,0.96,10,738,292722
3097,111320,0.76,7,505,242600
3098,31034,0.7,3,394,85897
3099,32820,0.98,7,799,211016
3100,86468,0.92,5,720,248799
3101,126936,0.78,4,563,367911
3102,54614,0.75,0,480,69627
3103,87408,0.8,10,600,87189
3104,42985,0.88,12,687,72359
3105,33671,0.88,2,684,450964
3106,90810,0.75,12,485,159660
3107,112541,1.0,9,320,184683
3108,97989,0.83,2,639,69031
3109,90520,0.99,5,825,6460
3110,50844,0.78,2,563,190989
3111,53358,0.92,15,720,443268
3112,113541,0.7,15,360,137595
3113,104311,0.72,6,413,96330
3114,130589,1.0,5,336,209759
3115,75591,1.0,5,344,108071
3116,76265,0.83,7,648,485586
3117,29182,1.0,13,301,145696
3118,44740,0.96,0,736,342738
3119,143077,0.72,13,414,474154
3120,138042,0.75,9,485,142926
3121,35700,0.7,10,352,437682
3122,112943,0.72,6,407,101705
3123,84516,1.0,3,334,460932
3124,91035,0.8,6,588,67211
3125,132041,0.74,12,441,381780
3126,78599,0.99,14,806,25658
3127,37547,0.75,4,454,388078
3128,123665,0.98,11,798,367709
3129,139303,1.0,11,827,330599
3130,144623,0.82,11,605,151107
3131,45268,0.99,9,814,268565
3132,129310,1.0,12,313,31363
3133,91894,0.92,12,723,313666
3134,90701,0.74,8,441,321259
3135,126252,0.76,3,516,255442
3136,59557,0.72,1,418,37132
3137,73263,0.74,2,442,293191
3138,63066,0.75,7,482,19823
3139,101158,0.8,4,600,17344
3140,26960,0.7,11,352,376646
3141,31509,0.7,11,356,434677
3142,62570,1.0,13,329,181073
3143,46552,0.75,8,463,260356
3144,113967,0.99,13,805,243257
3145,127982,0.75,15,465,331962
3146,130183,0.72,3,418,286737
3147,31570,0.75,8,472,277680
3148,35797,0.77,1,535,388665
3149,117565,0.85,5,665,430978
3150,86203,0.77,5,532,144092
3151,126170,0.96,2,736,449671
3152,109143,0.77,1,538,386251
3153,144595,0.82,4,601,340710
3154,131807,0.77,1,547,248383
3155,127186,0.75,3,456,174209
3156,38759,0.7,4,376,149180
3157,129866,1.0,0,317,368228
3158,121568,0.72,6,415,395920
3159,109186,0.75,14,485,19098
3160,43834,0.78,13,564,309442
3161,92278,0.85,8,667,372539
3162,79238,0.76,13,513,161585
3163,95163,0.72,14,404,401531
3164,38726,0.7,8,384,180207
3165,105868,0.96,12,728,207745
3166,100724,0.92,7,709,482192
3167,82142,0.99,14,805,412213
3168,103886,0.99,13,808,18795
3169,47634,0.7,2,399,117068
3170,129723,0.82,10,608,126972
3171,135599,0.76,8,518,422098
3172,100966,0.7,9,379,131013
3173,104705,0.76,4,514,217207
3174,105577,0.85,10,672,412587
3175,126320,0.98,9,786,265920
3176,74919,0.99,13,823,28537
3177,129556,0.99,3,818,451486
3178,70023,0.88,11,699,291905
3179,64337,0.7,1,352,407497
3180,83608,0.7,3,399,451093
3181,98860,0.7,0,396,114438
3182,94248,1.0,0,838,230065
3183,48503,0.98,9,787,131109
3184,104731,1.0,3,344,414875
3185,114225,1.0,3,848,382172
3186,120121,0.7,7,361,375523
3187,114818,0.82,15,624,235740
3188,51445,0.7,1,373,284499
3189,82634,0.92,7,701,256731
3190,139755,1.0,9,837,447205
3191,53664,1.0,8,335,349793
3192,103972,0.72,7,405,311587
3193,57847,0.77,10,533,313384
3194,66785,0.72,14,414,23572
3195,103707,1.0,12,321,345213
3196,108664,0.75,7,500,310240
3197,63507,0.92,12,702,22328
3198,119112,0.85,8,670,473825
3199,81306,0.72,0,415,185760
3200,99662,0.72,2,408,414075
3201,27126,0.76,15,512,445578
3202,58812,0.83,12,650,202019
3203,126765,0.77,12,530,370864
3204,77281,0.98,9,780,389038
3205,88323,0.74,1,449,370796
3206,65068,0.76,2,521,213657
3207,106410,1.0,15,340,435840
3208,97847,1.0,4,850,101167
3209,86206,0.99,10,823,308910
3210,139222,0.77,15,530,279973
3211,44337,1.0,7,315,469728
3212,118776,0.92,1,709,82103
3213,36991,1.0,15,844,312107
3214,114852,0.8,11,577,266979
3215,59825,1.0,9,321,29444
3216,30805,0.8,7,583,226410
3217,68264,1.0,8,318,372465
3218,75952,0.82,1,618,358086
3219,59400,0.77,2,540,196546
3220,30197,0.99,7,816,121779
3221,98425,0.78,0,560,228617
3222,67763,0.98,14,764,273473
3223,121434,0.75,7,493,101537
3224,37368,0.74,9,426,493064
3225,71748,0.76,1,515,250973
3226,50042,1.0,4,832,179319
3227,78601,0.78,4,557,328407
3228,135625,0.82,7,606,58123
3229,107470,0.76,9,523,10018
3230,76158,0.99,2,802,13584
3231,80909,0.92,13,721,69325
3232,64599,0.83,8,632,206474
3233,115415,0.82,7,615,367007
3234,78730,0.7,0,367,390622
3235,72226,0.92,4,724,309337
3236,47484,0.74,9,447,204838
3237,149800,0.92,2,724,162357
3238,139303,1.0,2,827,3281
3239,118612,0.98,8,751,284578
3240,115425,0.83,14,650,190400
3241,148810,0.76,12,501,181424
3242,122642,0.7,4,398,185479
3243,73839,0.98,13,768,235628
3244,110843,1.0,15,339,33137
3245,28338,0.83,4,626,103299
3246,123423,0.75,11,476,109210
3247,34544,0.85,8,659,171723
3248,92597,1.0,10,340,138339
3249,44940,1.0,2,321,468785
3250,100768,0.72,12,409,183689
3251,113873,1.0,8,844,256935
3252,142048,0.98,3,785,462683
3253,63796,0.7,2,386,471612
3254,47444,0.99,13,814,241282
3255,84530,0.98,13,795,258888
3256,118022,0.75,10,495,173474
3257,100940,0.72,7,421,15708
3258,43992,0.74,14,432,84045
3259,55203,0.75,4,496,89030
3260,92497,0.82,10,606,62576
3261,115364,0.7,12,389,122669
3262,134355,0.85,4,672,436320
3263,58194,0.75,7,499,88285
3264,37030,1.0,7,301,370075
3265,117366,0.72,5,404,445992
3266,64452,0.76,1,520,367931
3267,70957,0.92,0,715,105117
3268,55119,0.72,15,407,317430
3269,30448,1.0,10,343,341554
3270,42410,0.7,14,380,390096
3271,106780,1.0,1,349,83478
3272,120771,0.82,4,620,314779
3273,85941,0.74,8,447,206248
3274,37357,0.8,3,592,136605
3275,69434,0.7,15,376,281362
3276,52659,0.92,9,722,59383
3277,148622,0.7,7,391,57532
3278,96274,0.76,2,508,244329
3279,149635,0.85,3,670,116309
3280,82145,0.76,4,518,20329
3281,100377,0.8,0,576,442259
3282,32796,0.82,4,617,233014
3283,54425,0.74,2,428,351896
3284,71399,1.0,5,324,160250
3285,66995,0.78,5,562,391900
3286,146297,0.83,0,634,54638
3287,144829,0.8,7,579,228295
3288,25733,0.75,4,464,109837
3289,125423,0.74,10,437,95517
3290,128451,0.98,8,759,183698
3291,99236,0.92,15,714,233189
3292,141730,0.75,6,455,434999
3293,120937,1.0,7,304,232374
3294,110622,0.92,7,708,433030
3295,73003,1.0,11,836,264332
3296,123742,0.83,7,633,177205
3297,67632,1.0,1,333,111020
3298,98744,0.82,15,620,288017
3299,84774,0.75,0,477,146597
3300,46299,0.8,12,594,63310
3301,85405,0.7,15,358,380420
3302,119243,0.98,0,790,147735
3303,66656,0.85,12,667,173674
3304,124972,0.99,8,802,392447
3305,80810,0.72,3,408,160778
3306,104286,0.83,0,649,232848
3307,42537,0.99,10,808,279319
3308,26570,0.7,10,364,194133
3309,130014,1.0,1,308,196334
3310,92254,0.7,2,377,411183
3311,101645,0.75,1,496,185449
3312,134023,0.75,6,454,342868
3313,72975,0.83,10,642,427794
3314,76902,0.75,11,462,294426
3315,45907,0.92,3,703,443953
3316,80116,0.99,8,825,180714
3317,137845,0.83,5,645,50605
3318,106798,0.7,9,363,70754
3319,91640,0.98,15,788,59855
3320,135041,0.72,9,403,419757
3321,34654,0.7,12,352,308171
3322,53177,0.98,7,796,440975
3323,117808,0.99,4,813,385666
3324,37878,0.92,5,707,307133
3325,133666,1.0,6,304,375568
3326,48755,0.98,9,765,77891
3327,43353,0.78,2,563,296328
3328,73392,0.8,11,583,465792
3329,38965,0.77,9,537,312166
3330,71144,0.75,14,473,22994
3331,111113,1.0,0,849,296059
3332,76565,0.82,2,623,310440
3333,56598,0.98,14,756,212413
3334,42982,0.83,11,642,66087
3335,141168,0.78,9,564,372861
3336,113442,0.92,4,724,1560
3337,39968,0.75,8,453,303690
3338,95172,0.83,12,629,266193
3339,39962,1.0,14,306,298216
3340,121612,0.88,4,684,56700
3341,86132,0.85,2,669,23729
3342,124614,0.98,11,799,287234
3343,25050,0.88,7,695,441656
3344,120526,0.96,15,733,154077
3345,53367,0.83,4,645,93441
3346,101143,0.7,8,388,56439
3347,71776,0.85,4,665,303739
3348,57239,0.7,11,353,172880
3349,30326,0.72,6,415,413169
3350,50459,0.88,0,698,321138
3351,38779,0.98,2,765,76999
3352,79008,0.88,15,696,281027
3353,79770,0.96,9,746,434003
3354,96308,0.74,14,435,179113
3355,48830,0.8,9,587,79392
3356,118174,0.7,11,366,54486
3357,138625,0.8,14,590,441579
3358,29467,0.75,7,453,261921
3359,125780,1.0,13,341,193168
3360,58515,0.96,11,729,458985
3361,78969,0.75,10,457,318598
3362,63733,0.77,6,526,292895
3363,139764,0.75,15,457,434242
3364,86904,0.76,14,506,12402
3365,43817,1.0,9,335,146870
3366,93226,0.82,1,616,330148
3367,25720,0.78,4,572,146697
3368,143604,0.75,7,472,152987
3369,79101,0.99,12,814,340406
3370,95729,0.77,12,541,14454
3371,96875,1.0,0,322,407057
3372,120583,1.0,11,332,329587
3373,41806,0.77,2,547,130337
3374,78005,1.0,6,327,401698
3375,100766,1.0,11,346,102285
3376,49707,0.85,6,673,280880
3377,86100,0.83,1,636,194979
3378,74850,0.7,3,369,28775
3379,59029,0.88,15,700,184951
3380,119774,0.99,9,809,19164
3381,62874,0.8,7,584,261557
3382,101534,0.92,10,720,482172
3383,85110,0.88,12,689,465571
3384,104795,0.7,7,380,81233
3385,104943,0.98,8,753,204501
3386,98238,0.8,7,583,467222
3387,101057,0.75,13,454,212782
3388,89966,0.8,13,591,75595
3389,102775,0.88,1,681,230562
3390,144574,0.98,15,788,197074
3391,133704,0.7,14,363,20417
3392,51526,0.7,5,377,143038
3393,139066,0.78,10,560,405943
3394,94025,0.72,11,402,453241
3395,38958,0.7,7,392,117511
3396,35562,0.83,8,642,149341
3397,113246,0.88,9,676,122321
3398,32837,0.76,13,511,376451
3399,27552,0.92,6,702,465858
3400,141189,0.85,8,674,108898
3401,111702,0.74,14,450,140854
3402,129797,0.75,6,465,261460
3403,27455,0.83,5,653,50924
3404,136485,0.85,0,663,424442
3405,99262,0.75,6,498,345142
3406,60939,0.92,12,711,282648
3407,72326,0.96,9,733,242916
3408,120875,0.83,0,650,112493
3409,61269,0.92,9,724,245410
3410,144663,0.72,3,403,195721
3411,104834,0.8,6,596,427079
3412,93838,0.85,13,661,211965
3413,73861,0.92,0,709,239953
3414,113174,0.8,13,589,329857
3415,30933,0.96,8,743,34585
3416,99691,0.75,7,458,355453
3417,138006,0.74,9,431,206429
3418,28781,0.7,3,363,288702
3419,75622,1.0,1,337,191628
3420,134871,0.85,15,658,454502
3421,48233,1.0,6,832,93858
3422,93840,0.92,5,721,302189
3423,104697,0.92,3,703,419379
3424,109798,0.78,3,555,87251
3425,136790,0.88,5,678,79664
3426,125243,0.85,14,657,262077
3427,68644,0.78,13,572,390938
3428,28866,0.78,1,573,332419
3429,63054,0.99,15,805,53531
3430,91162,0.83,1,646,477152
3431,59199,0.85,5,656,309876
3432,91988,0.75,8,478,106509
3433,128181,0.75,11,499,326041
3434,93495,0.83,15,627,184713
3435,26922,0.75,5,493,218245
3436,119099,0.99,0,823,425177
3437,48347,0.76,0,510,339162
3438,46939,0.82,7,616,297995
3439,112208,0.76,14,512,479195
3440,72709,0.72,4,419,441661
3441,30883,0.7,12,353,205729
3442,77350,0.83,8,653,331412
3443,110423,0.74,3,449,132285
3444,117216,0.92,0,705,54726
3445,104219,0.99,15,825,45352
3446,134855,0.8,8,585,331743
3447,40671,0.98,0,788,317686
3448,110040,0.99,1,805,236213
3449,125024,0.99,14,817,272401
3450,118937,0.75,2,473,396316
3451,126871,1.0,3,312,476656
3452,37327,0.72,8,420,373000
3453,35782,0.99,3,823,466939
3454,106031,0.8,14,581,148932
3455,84820,0.78,11,564,233367
3456,107637,0.96,7,728,271763
3457,51740,0.8,6,582,172746
3458,136626,0.98,12,793,293584
3459,125122,0.88,3,682,26055
3460,81504,0.88,2,678,204790
3461,117289,0.75,4,500,105671
